,Title,Published_date,Views,Likes,Comments,Video_length,Month
1234,Google TV Tour,2010-10-08,48544,243,38,178.0,Oct
1235,Blackberry Playbook Tablet - First Look,2010-09-28,32766,134,50,149.0,Sep
1236,#NewTwitter Parody - MKBHD Style,2010-09-26,5309,148,33,122.0,Sep
1237,Internet Explorer 9 Beta,2010-09-24,20902,188,76,312.0,Sep
1238,Google Chrome 7 Beta,2010-09-21,22019,191,84,398.0,Sep
1239,iKey Audio M808-V2 Studio Monitor Review,2010-09-17,73772,468,106,204.0,Sep
1240,Review: Altec Lansing Octane 7,2010-09-10,224978,870,231,228.0,Sep
1241,Solar Sound 2 Speaker System Review,2010-09-07,10353,77,25,303.0,Sep
1242,Cyber Acoustics 5.1 High Performance Speakers Review,2010-09-03,71670,341,115,282.0,Sep
1243,Cyborg R.A.T. 7 Unboxing [HD],2010-08-26,37706,245,91,350.0,Aug
1244,GIVEAWAY: Beats by Dre Solo HD [Closed],2010-08-22,21122,0,0,65.0,Aug
1245,Dell Ultrasharp 2407WFPb Unboxing and Setup,2010-08-16,45443,323,110,292.0,Aug
1246,Beats by Dre Solo HD Review,2010-08-11,552618,3004,1101,309.0,Aug
1247,New MKBHD Intro,2010-08-09,26102,372,113,7.0,Aug
1248,MKBHD Intro Contest [CLOSED],2010-08-02,11658,0,44,56.0,Aug
1249,Motorola Droid X 720p HD Video,2010-07-28,13348,125,34,47.0,Jul
1250,How to Play Snake on YouTube Videos,2010-07-26,35889,228,77,64.0,Jul
1251,Scrolling Comments!,2010-07-22,10023,0,130,39.0,Jul
1252,Droid X Unboxing [HD],2010-07-20,25049,349,78,164.0,Jul
1253,MKBHD Update 6.0,2010-07-17,13547,152,40,86.0,Jul
1254,Firefox 4 Beta 1 Download,2010-06-29,19108,0,0,27.0,Jun
1255,Safari 5 Extensions [HD],2010-06-27,11218,109,28,160.0,Jun
1256,HD Tutorial: DestroyTwitter 2.0.2,2010-06-21,6945,58,33,188.0,Jun
1257,YouTube Video Editor Tutorial [HD],2010-06-16,155106,679,220,200.0,Jun
1258,Cyborg R.A.T. Mouse Review,2010-06-11,91161,348,76,73.0,Jun
1259,HD Tutorial: Safari 5,2010-06-08,50192,159,59,324.0,Jun
1260,Unboxed: BlueLounge CableBox [HD],2010-06-03,29174,226,49,252.0,Jun
1261,Google Moderator Module,2010-05-25,8527,95,32,126.0,May
1262,Unboxed: Intel X25-V 40GB SSD,2010-05-18,12964,157,49,188.0,May
1263,Unboxed: Motorola Droid Desktop Stand,2010-05-11,12687,135,25,168.0,May
1264,HD Tutorial: YouTube Groups [Updated],2010-05-07,13611,270,106,166.0,May
1265,HTC Droid Incredible Unboxing [HD],2010-04-30,26918,311,86,259.0,Apr
1266,Samson MD5 Desktop Microphone Stand [HD],2010-04-28,16284,152,42,236.0,Apr
1267,Freeware EVERY Geek Should Use!,2010-04-25,11342,164,77,298.0,Apr
1268,MKBHD Search Story,2010-04-13,23396,323,51,35.0,Apr
1269,Ultimate Frisbee Promo [HD],2010-04-04,94956,519,0,45.0,Apr
1270,The New YouTube [Overview in 720p HD],2010-03-29,11263,230,79,345.0,Mar
1271,Tweetdeck Notifications!,2010-03-21,20391,138,59,183.0,Mar
1272,Need for Speed Most Wanted Gameplay,2010-03-11,88029,757,221,480.0,Mar
1273,Sound Check: Editors Keys SL150 Microphone [HD],2010-02-28,15034,167,49,167.0,Feb
1274,Unboxed: Cyber Acoustics 2.1 Speakers [HD],2010-02-23,16773,130,63,228.0,Feb
1275,Unboxed: Epson NX415 [HD],2010-02-16,13534,144,47,176.0,Feb
1276,DealExtreme Unboxing! [HD],2010-02-10,23220,135,88,99.0,Feb
1277,Reviewed: uStream Producer,2010-02-03,15199,156,0,215.0,Feb
1278,The iPad Rant,2010-01-28,67929,1486,335,192.0,Jan
1279,Windows 7 Contest [Why I Love Windows 7],2010-01-23,15592,310,144,69.0,Jan
1280,Unboxed: 7-Port USB Hub [HD],2010-01-18,9377,124,43,154.0,Jan
1281,Gateway HX2000 Unboxing [HD],2010-01-11,15863,177,63,261.0,Jan
1282,HD Tutorial: Matrix Screensaver,2010-01-06,72283,548,119,171.0,Jan
1283,2010!,2009-12-31,63308,1072,341,99.0,Dec
1284,iBellix Unboxing,2009-12-27,7669,92,47,151.0,Dec
1285,Reviewed: Motorola DROID [HD],2009-12-22,300310,11802,2407,471.0,Dec
1286,MKBHD Update 5.0,2009-12-18,6206389,217194,29152,199.0,Dec
1287,Entry: Gearlive HP Envy 13 Giveaway,2009-12-14,29095,309,71,77.0,Dec
1288,12 Giveaways of Christmas! *ENDED*,2009-12-11,4575,294,0,106.0,Dec
1289,Zune HD Hardware Review,2009-12-06,16511,215,67,214.0,Dec
1290,Sanyo Xacti CG10 HD Footage and Photos,2009-12-03,43203,423,103,232.0,Dec
1291,Unboxed: Sanyo Xacti CG10,2009-12-02,36271,701,162,250.0,Dec
1292,"Unboxed: HP W1707 17"" Monitor [HD]",2009-11-29,18334,223,80,214.0,Nov
1293,The NEW Google [How to Use It],2009-11-25,11170,159,73,173.0,Nov
1294,Wrapsol for the Zune HD,2009-11-24,8293,129,37,203.0,Nov
1295,Lockergnome Demo Screencast,2009-11-17,4559,70,23,237.0,Nov
1296,Unboxed: DS International Power Saver Strip [HD],2009-11-16,7786,120,31,184.0,Nov
1297,1080p HD Now on Youtube!!,2009-11-13,19512,283,102,48.0,Nov
1298,Time Lapse Video Editing,2009-11-10,14485,146,37,329.0,Nov
1299,Update Zune HD to New Firmware [4.3] For free 3D Games!,2009-11-07,18921,73,38,116.0,Nov
1300,gScreen Spacebook: Dualscreen Laptop!,2009-11-06,35037,170,32,349.0,Nov
1301,iGIVEAWAY! [Take 2],2009-11-02,14754,0,0,140.0,Nov
1302,IE8 Replacement: SlimBrowser Se7en,2009-10-28,7242,88,27,337.0,Oct
1303,Unboxed: Zune HD [Black 16GB],2009-10-25,47115,837,211,307.0,Oct
1304,Creating a Professional Email Address,2009-10-23,48590,403,52,208.0,Oct
1305,HD Tutorial: Desktube,2009-10-22,6480,114,32,337.0,Oct
1306,MacBook Pro vs Alienware M17x? [Pricing],2009-10-19,24184,207,155,254.0,Oct
1307,Adobe Flash CS4 Demo,2009-10-16,7650,97,28,25.0,Oct
1308,MKBHD Update 4.0,2009-10-15,56838,1005,140,271.0,Oct
1309,HD Tutorial: Edit Youtube Groups [YT 2.0],2009-10-12,5730,79,27,179.0,Oct
1310,"Unboxed: HP Pavilion dv6t [16"" Laptop]",2009-10-11,19745,151,57,380.0,Oct
1311,HD Tutorial: Taskbar Shuffle,2009-10-09,9100,99,19,222.0,Oct
1312,iSkin Surprise Unboxing,2009-10-07,5968,107,25,266.0,Oct
1313,Youtube Mega-Widescreen: 1920x960 [2:1 Aspect Ratio],2009-10-06,29894,517,111,116.0,Oct
1314,HD Tutorial: iTunes 9 Account - NO CREDIT CARD,2009-10-04,16450,129,79,316.0,Oct
1315,Guess Who's BACK,2009-10-02,41758,446,94,255.0,Oct
1316,HD Tutorial: Stack Docklets 2.0 [Windows],2009-09-13,20406,77,33,274.0,Sep
1317,HD Tutorial: Youtube Tags,2009-09-12,44920,334,86,247.0,Sep
1318,Tech Channel of the Week #12,2009-09-06,12208,250,63,263.0,Sep
1319,Google Chrome 3.0 / 4.0 Themes [HD],2009-09-03,6911,94,32,220.0,Sep
1320,Reviewed: DS International Flexible Keyboard [HD],2009-08-31,10568,203,33,228.0,Aug
1321,Tour of Youtube Annotations [HD],2009-08-29,4276,112,29,287.0,Aug
1322,HD Tutorial: Custom Dock Icons,2009-08-26,6656,84,19,183.0,Aug
1323,Blu - Twitter Client for Windows [HD Installation],2009-08-24,12988,144,41,273.0,Aug
1324,Tweet Your Youtube Videos [HD Tutorial],2009-08-22,5858,84,17,187.0,Aug
1325,SEXIEST Firefox Glass!,2009-08-20,10879,200,44,203.0,Aug
1326,How To Change Youtube Group Picture,2009-08-18,8993,199,59,173.0,Aug
1327,Unboxed: SMALLEST Speaker ... Ever?,2009-08-16,27676,231,93,177.0,Aug
1328,HD Tutorial: Windows 7 Calculator,2009-08-14,39591,180,49,196.0,Aug
1329,Unboxed: iSkin Cerulean F1 + TX [HD],2009-08-12,9936,130,32,335.0,Aug
1330,HD Tutorial: Thunderbird Themes,2009-08-09,22182,162,24,258.0,Aug
1331,Wrapsol Protection System Review [HD],2009-08-04,21826,494,60,169.0,Aug
1332,YT Messaging Glitch FIX [HD],2009-08-02,3312,116,26,131.0,Aug
1333,mkbHD Outro Draft,2009-07-29,8636,165,46,12.0,Jul
1334,mkbHD Update 3.1,2009-07-27,47971,994,157,213.0,Jul
1335,Youtube Insight 2.0 [2009],2009-07-23,8638,167,48,285.0,Jul
1336,HD Tutorial: Youtube Groups,2009-07-23,41132,543,199,241.0,Jul
1337,Tech Channel of the Week #11: iMaCarly,2009-07-20,7348,101,33,268.0,Jul
1338,Reviewed: iFrogz Custom Fallouts [HD],2009-07-19,10247,142,42,284.0,Jul
1339,HD Tutorial: Audio Converter [Why YOU need one],2009-07-15,27972,125,24,379.0,Jul
1340,Tech Channel of the Week #10: BoykoBrand,2009-07-12,4004,91,20,291.0,Jul
1341,Youtube CENSORS Comments,2009-07-09,20782,749,801,195.0,Jul
1342,HD Tutorial: Fission,2009-07-08,4916,92,37,242.0,Jul
1343,Tech Channel of the Week #9: JailbrokeTouch95,2009-07-06,4226,78,17,337.0,Jul
1344,RichardSolo Unboxing [HD],2009-07-04,5555,138,43,328.0,Jul
1345,HD Tutorial: Apply for a Youtube Partnership,2009-07-02,28657,461,229,282.0,Jul
1346,Unboxed: DS International Flexible Keyboard [HD],2009-06-30,13221,144,26,312.0,Jun
1347,Tech Channel of the Week #8: MacintoshTipz,2009-06-28,3513,83,19,325.0,Jun
1348,Reviewed: Griffin Elevator [HD],2009-06-26,13432,152,38,257.0,Jun
1349,mkbHD Update 3.0,2009-06-24,65002,1295,296,310.0,Jun
1350,HD Tutorial: Fastest Youtube Uploader,2009-06-23,129299,657,262,215.0,Jun
1351,HD Tutorial: Video to iPod / PSP Converter,2009-06-22,16775,122,42,276.0,Jun
1352,Tech Channel of the Week #7: TechTonicc,2009-06-20,3509,80,22,219.0,Jun
1353,Tour of mkbHD Youtube Insight [HD],2009-06-20,4403,144,20,424.0,Jun
1354,Reviewed: UniBrain Fire-i Webcam,2009-06-18,6783,113,21,396.0,Jun
1355,Youtube Update: Download your Own .mp4 Videos,2009-06-17,71363,170,51,281.0,Jun
1356,Unboxed: Audeo PFE Headphones [HD],2009-06-16,8708,94,20,199.0,Jun
1357,Tech Channel of the Week #6: ComputerGeek396,2009-06-15,4081,79,24,255.0,Jun
1358,Unboxed: Sena UltraSlim Leather Pouch [HD],2009-06-14,6537,98,22,180.0,Jun
1359,"17"" Laptop GelaSkin Installation and Review [HD]",2009-06-13,6582,78,20,317.0,Jun
1360,Use that Search Box!,2009-06-11,4750,86,21,289.0,Jun
1361,Unboxed: Wrapsol Shield for LG Voyager [HD],2009-06-09,3467,72,25,233.0,Jun
1362,Tech Channel of the Week #5: mtpflyers,2009-06-08,4142,85,24,165.0,Jun
1363,HD Tutorial: Edit Web Pages with Javascript,2009-06-05,6565,152,36,192.0,Jun
1364,Reviewed: DS International Wireless Keyboard [HD],2009-06-05,9376,111,23,304.0,Jun
1365,Unboxed: iFrogz Earpollution Custom Fallouts [HD],2009-06-03,7147,138,28,243.0,Jun
1366,HD Tutorial: Skype 4.1 Beta with Screen Sharing,2009-06-02,9769,70,31,206.0,Jun
1367,"Reviewed: Solo 17"" Laptop Messenger Bag [HD]",2009-06-01,2966,45,20,247.0,Jun
1368,Tech Channel of the Week #4: TechTechMan,2009-05-31,4750,89,24,165.0,May
1369,Unboxed: Griffin Elevator [HD],2009-05-30,10994,80,25,206.0,May
1370,HD Tutorial: Google Chrome 3.0,2009-05-29,21541,122,27,154.0,May
1371,Reviewed: Matias USB 2.0 Keyboard [HD],2009-05-27,8796,92,20,264.0,May
1372,ThinkGeek Unboxing [HD],2009-05-25,17835,129,26,211.0,May
1373,Tech Channel of The Week #3: Gigafide,2009-05-23,6893,106,29,147.0,May
1374,Unboxed: Fire-i Digital Camera by UniBrain [HD],2009-05-21,5165,59,10,283.0,May
1375,Reviewed: iFrogz Earpollution D33 Noise Isolating Earbuds [HD],2009-05-20,12173,129,35,257.0,May
1376,HD Tutorial: Shrink + Convert Large Files,2009-05-18,23203,281,80,351.0,May
1377,mkbHD Update 2.3,2009-05-14,42730,793,100,223.0,May
1378,HD Tutorial: Custom Desktop Icons (Request),2009-05-14,13146,141,28,233.0,May
1379,Unboxed: DS International Wireless PC Keyboard [HD],2009-05-12,5998,76,20,284.0,May
1380,Tech Channel of the Week #2 - TheCompuGeeks,2009-05-10,11543,180,30,167.0,May
1381,Unboxed: Matias USB 2.0 Keyboard [HD],2009-05-09,6278,102,20,290.0,May
1382,Reviewed: Alto-Edge GN3 Desktop Microphone [HD],2009-05-08,12164,132,32,348.0,May
1383,HD Tutorial: Safari 3 Aero (Request),2009-05-06,5766,93,15,152.0,May
1384,"Unboxed: Gelaskins 17"" Laptop Skin",2009-05-04,4382,80,15,212.0,May
1385,"Unboxed: Solo 17"" Laptop Messenger Bag [HD]",2009-05-03,11430,91,20,337.0,May
1386,HD Tutorial: Tweak VI,2009-05-02,5801,58,14,201.0,May
1387,HD Tutorial: Produce any Video in 16:9 HD,2009-05-01,6040,72,16,227.0,May
1388,Unboxed: iFrogz Earpollution D33s [HD],2009-04-30,8725,121,28,268.0,Apr
1389,Reviewed: Adjustable Laptop Stand from HandStands,2009-04-28,15647,130,28,298.0,Apr
1390,HD Tutorial: Create Your Own Cursor,2009-04-27,12388,168,41,221.0,Apr
1391,HD Tutorial: TweetDeck,2009-04-26,5757,64,13,258.0,Apr
1392,Unboxed: Adjustable Laptop Stand from HandStands,2009-04-25,2368,55,16,280.0,Apr
1393,Reviewed: ExtremePDA Case for LG Voyager [HD],2009-04-23,10127,120,25,271.0,Apr
1394,Tech Channel of The Week #1 - TheIpodTouchMan2K9,2009-04-22,29927,381,63,97.0,Apr
1395,HD Tutorial: iTunes Visualizer,2009-04-21,15132,83,33,184.0,Apr
1396,Unboxed: Alto-Edge GN3 Desktop Microphone [HD],2009-04-21,7731,121,16,242.0,Apr
1397,HD Tutorial: Royalty Free Music,2009-04-19,3618,85,25,192.0,Apr
1398,HD Tutorial: Google Chrome Addons,2009-04-18,14327,104,28,146.0,Apr
1399,Unboxed: LG Voyager Hard Shell Case from ExtremePDA,2009-04-18,13142,174,32,217.0,Apr
1400,Update 2.2,2009-04-16,21280,346,40,73.0,Apr
1401,HD Tutorial: Customize Office Word '07,2009-04-13,2632,33,10,218.0,Apr
1402,3800+ Spam Messages in 30 Days (Can you beat me?),2009-04-12,2746,42,10,31.0,Apr
1403,HD Tutorial: PIP Effect in Camtasia Studio 6,2009-04-12,12158,147,36,326.0,Apr
1404,LG Voyager Hardware Overview [HD],2009-04-10,19290,491,126,241.0,Apr
1405,HD Tutorial: Get a Character Map,2009-04-08,5059,53,16,128.0,Apr
1406,HD Tutorial: Remove Camtasia's Green Zoom Rectangle (Request),2009-04-07,2797,30,18,79.0,Apr
1407,Call of Duty Modern Warfare 2 Gameplay Footage!,2009-04-07,38303,0,0,5.0,Apr
1408,Hd Look at Micro SD Adapter (Unedited),2009-04-07,16358,141,32,301.0,Apr
1409,HD Tutorial: Internet Explorer 8,2009-04-04,26108,140,40,242.0,Apr
1410,Youtube Fail,2009-04-04,8165,239,46,32.0,Apr
1411,HD Tutorial: Explore Mars in Google Earth 5.0,2009-04-03,33954,386,74,171.0,Apr
1412,HD Tutorial: Remove Background Noise,2009-04-02,19073,116,23,258.0,Apr
1413,April FOO!!!,2009-04-01,8737,206,56,90.0,Apr
1414,Protect Your PC - Conficker Worm!,2009-03-31,6666,106,32,215.0,Mar
1415,HD Tutorial: Google Translations and Conversions,2009-03-31,2213,42,27,278.0,Mar
1416,HP Pavilion dv7t Media Center Remote Size Comparison,2009-03-30,44978,291,56,181.0,Mar
1417,HD Tutorial: Create A Channel Icon Using Gimp,2009-03-29,23081,234,65,317.0,Mar
1418,Animoto Widescreen/HQ Test,2009-03-29,4067,52,24,24.0,Mar
1419,My New Official Intro (Tutorial Coming!),2009-03-29,28114,155,54,8.0,Mar
1420,Hd Tutorial: Fix Registry Issues Quickly,2009-03-29,4493,41,9,178.0,Mar
1421,HD Tutorial: Youtube Playlists,2009-03-28,2663,48,22,326.0,Mar
1422,Gaaah! NEW Youtube Layout!,2009-03-26,9986,254,76,131.0,Mar
1423,HD Tutorial: Callouts in Camtasia Studio 6,2009-03-25,5796,58,21,472.0,Mar
1424,Natural Audio Enhancement?,2009-03-25,27530,273,31,65.0,Mar
1425,HD Tutorial: Quality Wallpapers (Request),2009-03-23,4702,80,27,246.0,Mar
1426,Update 2.1,2009-03-21,21115,289,48,236.0,Mar
1427,Possible Intro Video?,2009-03-21,24832,447,88,16.0,Mar
1428,HD Tutorial: Change Video Speed in Camtasia Studio,2009-03-19,11237,79,44,140.0,Mar
1429,Media Center Remote Part 2,2009-03-19,28506,264,40,427.0,Mar
1430,iPhone 3Gs Software Overview,2009-03-18,26517,502,106,366.0,Mar
1431,HD Tutorial: Dual Docks (Request),2009-03-17,9686,77,24,199.0,Mar
1432,HD Tutorial: Change # Of Speed Dials in Opera (Request),2009-03-15,3035,35,16,210.0,Mar
1433,Digital Camera Direct Upload HD/HQ Test 2,2009-03-14,10536,159,42,31.0,Mar
1434,HD Camera Fail (AVI Format),2009-03-14,15390,175,34,33.0,Mar
1435,Abbreviated iPhone 3.0 Wishlist,2009-03-14,18378,371,80,371.0,Mar
1436,HD Tutorial: Dafont - Free Fonts Online,2009-03-13,26428,194,43,299.0,Mar
1437,Are You A Geek?,2009-03-12,4416,91,22,199.0,Mar
1438,2009 iPod Shuffle 3G,2009-03-11,23653,329,84,277.0,Mar
1439,Welcome to My Youtube Channel! 720p Introduction,2009-03-11,11153,143,29,25.0,Mar
1440,HD Tutorial: Audacity,2009-03-10,3705,66,24,287.0,Mar
1441,Update 2.0 & Inbox v1,2009-03-08,15931,380,56,374.0,Mar
1442,HD Tutorial: Enable Advanced Disk Performance,2009-03-07,5286,61,19,173.0,Mar
1443,2009 Mac Desktop Refresh: iMac,2009-03-06,9649,74,23,359.0,Mar
1444,HD Tutorial: Get Safari 3.2.2 Back (Request),2009-03-05,2456,24,10,119.0,Mar
1445,2009 Mac Desktop Refresh: Mac Mini,2009-03-04,9128,68,18,305.0,Mar
1446,HD Tutorial: Diskeeper Pro Premier,2009-03-04,9692,60,20,446.0,Mar
1447,iMac and Mac Mini Refresh!,2009-03-03,7084,109,26,114.0,Mar
1448,HD Tutorial: Tilt In Camtasia Studio 6,2009-03-03,5864,83,19,156.0,Mar
1449,Youtube Mega-Widescreen Camtasia Studio 6 Settings,2009-02-28,9315,153,52,375.0,Feb
1450,HD Tutorial: Firefox 3.1 Beta 2,2009-02-27,3314,43,11,409.0,Feb
1451,HD Tutorial: Visual ToolTip for XP,2009-02-25,4904,37,12,149.0,Feb
1452,HD Tutorial: Safari 4.0,2009-02-25,62236,188,137,526.0,Feb
1453,HD Tutorial: Install Windows Themes (Request),2009-02-24,31981,72,17,335.0,Feb
1454,Update 1.1,2009-02-23,37452,634,78,115.0,Feb
1455,HD Tutorial: CrystalXP.net,2009-02-23,6249,46,18,167.0,Feb
1456,HD Camtasia Studio 6 Tilt Test,2009-02-23,2963,40,7,25.0,Feb
1457,HD Tutorial: Complete Rocketdock Walkthrough,2009-02-23,9167,75,18,570.0,Feb
1458,HD Tutorial: Watch HQ Content By Default,2009-02-22,3443,30,10,147.0,Feb
1459,HD Tutorial: Shiny Search (Request),2009-02-22,6520,62,16,251.0,Feb
1460,Camtwisting with Camtasia Studio 6 (Future Tutorial!),2009-02-22,3192,33,6,41.0,Feb
1461,HD Tutorial: Camstudio Lossless Codec v1.4,2009-02-22,16171,57,24,137.0,Feb
1462,HD Tutorial: DivX Codec For Camstudio (Request),2009-02-21,17072,78,42,132.0,Feb
1463,HD Vista Lite?,2009-02-21,3013,35,19,76.0,Feb
1464,HD Tutorial: Change Vista Start Menu Logo,2009-02-21,3763,60,13,80.0,Feb
1465,What does Youtube Want?,2009-02-21,15066,215,69,239.0,Feb
1466,My Official Youtube Outro!,2009-02-20,15323,259,42,8.0,Feb
1467,HD Tutorial: Change or Create your Gmail Theme,2009-02-20,8724,39,6,164.0,Feb
1468,HD Tutorial: Upgrade to Skype 4 Beta,2009-02-19,6605,39,6,263.0,Feb
1469,HD Battery Saver #5 - Hibernate,2009-02-19,2325,41,13,112.0,Feb
1470,HD Laptop Buying Guide,2009-02-19,28672,598,121,463.0,Feb
1471,Update 1.0 = Video 100!,2009-02-19,1502618,101701,12783,212.0,Feb
1472,HD Tutorial: Encode any Video in HD for Youtube,2009-02-18,2220,38,11,228.0,Feb
1473,HD Tutorial: Camstudio Audio and Video Synchronization,2009-02-18,2927,27,9,101.0,Feb
1474,HD Skype Review (Request),2009-02-18,4077,71,14,405.0,Feb
1475,New Ideas,2009-02-17,59175,1206,166,60.0,Feb
1476,HD Battery Saver #4 - Power Options,2009-02-16,2159,48,22,222.0,Feb
1477,HD Tutorial: iTunes 9 Visualizer (Request),2009-02-16,4496,37,19,133.0,Feb
1478,HD Tutorial: Upgrade Safari,2009-02-16,3551,55,18,283.0,Feb
1479,HD Tutorial: Enable Autopan in Camstudio (Request),2009-02-16,3411,47,14,88.0,Feb
1480,HD Tutorial: Create A Youtube Intro Video (Request),2009-02-15,71406,383,159,416.0,Feb
1481,HD Tutorial: Eliminate Background Tasks (Request),2009-02-15,7031,91,29,155.0,Feb
1482,My new Official Intro Video,2009-02-14,84934,2168,244,19.0,Feb
1483,Could Windows 7 Be a $50 Upgrade?,2009-02-13,37915,608,95,89.0,Feb
1484,HD Tutorial: Get Windows Media Player 11 in Windows XP,2009-02-13,11047,64,11,153.0,Feb
1485,HD Tutorial: Customizing Autoplay,2009-02-13,2161,68,55,143.0,Feb
1486,HD Battery Saver #3 - External Devices,2009-02-13,26756,301,61,341.0,Feb
1487,HD Battery Saver #2 - Disable Visual Effects (Aero!),2009-02-13,3193,61,16,195.0,Feb
1488,HD Battery Saver #1 - Defragmenting,2009-02-12,57275,774,129,112.0,Feb
1489,HD & Zoom/Pan Test - Camtasia Studio 6,2009-02-12,2802,39,13,56.0,Feb
1490,HD Tutorial: Customize Autofill in Safari,2009-02-12,5372,63,22,163.0,Feb
1491,HD Benchmarking: My Internet Speed,2009-02-12,3471,58,21,191.0,Feb
1492,HD Tutorial: Google Earth 5.0,2009-02-12,7908,70,17,164.0,Feb
1493,HD Tutorial: The Sage's English Dictionary and Thesaurus,2009-02-11,5686,41,7,364.0,Feb
1494,HD Review: Camstudio,2009-02-11,2550,43,15,439.0,Feb
1495,HD Tutorial: Upgrade to iTunes 8 Plus,2009-02-11,9167,44,15,223.0,Feb
1496,HD Tutorial: Get Free Youtube Layouts,2009-02-11,25192,140,40,223.0,Feb
1497,HD Tutorial: Take Screenshots in Windows Vista,2009-02-10,4710,55,19,210.0,Feb
1498,HD Tutorial: Zoom in Camstudio,2009-02-10,13389,62,42,345.0,Feb
1499,HD Tutorial: Tweak Safari for Speed,2009-02-10,7684,37,10,194.0,Feb
1500,HD Tutorial: Revert to Classic Windows Start Menu,2009-02-10,2880,51,32,116.0,Feb
1501,HD Tutorial: Compatibility Mode,2009-02-10,3168,33,5,154.0,Feb
1502,HD Tutorial: Measure your Download and Upload Speeds,2009-02-09,5491,88,17,168.0,Feb
1503,HD Tutorial: Get Aero Shake For Vista or XP,2009-02-09,2236,39,29,150.0,Feb
1504,HD First Look: SRWare Iron,2009-02-09,16966,77,24,463.0,Feb
1505,HD Tutorial: Get OS X Cursors in Windows (Request),2009-02-08,7355,84,17,139.0,Feb
1506,HD Tutorial: Customize Command Prompt,2009-02-08,2927,49,8,179.0,Feb
1507,HD Tutorial: Get OS X Theme on Rocket Dock,2009-02-08,8336,76,14,162.0,Feb
1508,HD Tutorial: Offline Gmail,2009-02-08,4337,61,10,202.0,Feb
1509,HD Tutorial: Get Old Menus Back in Vista Explorer,2009-02-08,3136,43,19,123.0,Feb
1510,"HD Tutorial: Firefox ""Superbar""",2009-02-08,5211,57,12,99.0,Feb
1511,HD Tutorial: Start Menu Customization,2009-02-08,3805,45,11,234.0,Feb
1512,HD Tutorial: Installing Firefox Themes,2009-02-08,2597,64,40,163.0,Feb
1513,HD Tutorial: Get OS X Cursors in Windows,2009-02-08,3444,60,17,99.0,Feb
1514,HD Tutorial: Mozilla Tunderbird RSS,2009-02-07,2722,47,22,161.0,Feb
1515,HD Tutorial: Camtasia Powerpoint Integration,2009-02-07,11938,124,20,137.0,Feb
1516,HD Test 1: Camtasia Studio 6,2009-02-07,2973,53,16,31.0,Feb
1517,HD Tutorial: Change Rocket Dock Icons,2009-02-06,40910,130,39,400.0,Feb
1518,HD Tutorial: Camstudio Hotkeys,2009-02-06,9033,67,24,87.0,Feb
1519,HD Benchmark: Safari Webkit,2009-02-05,3554,50,15,219.0,Feb
1520,HD Tutorial: Volume App,2009-02-05,3414,48,9,207.0,Feb
1521,HD Tutorial: Sidebar Gadgets,2009-02-05,14456,295,75,279.0,Feb
1522,HD Tutorial: Safari and Webkit Addons,2009-02-04,7635,42,10,226.0,Feb
1523,HD Tutorial: Disable User Account Control,2009-02-04,2539,65,54,110.0,Feb
1524,HD Tutorial: Virtual Memory,2009-02-04,4612,60,14,114.0,Feb
1525,HD Tutorial: Eliminate Menu Show Delay,2009-02-04,5893,61,12,98.0,Feb
1526,HD Tutorial: Boot Your Computer Faster,2009-02-04,4599,66,16,189.0,Feb
1527,HD Tutorial: Safari 4 Webkit,2009-02-04,6978,76,17,283.0,Feb
1528,HD Tutorial: Vistart,2009-02-04,4780,44,14,146.0,Feb
1529,HD Tutorial: Boost your built-in microphone,2009-02-03,22456,156,36,96.0,Feb
1530,HD Tutorial: Start Menu Shutdown Button,2009-02-03,4975,62,19,117.0,Feb
1531,HD Tutorial: Screencasting Zoom Function,2009-02-03,4929,84,14,195.0,Feb
1532,HD Tutorial: Justhearit!,2009-02-02,2809,79,37,140.0,Feb
1533,HD Tutorial: Get High-Resolution Wallpapers Quickly,2009-02-02,6286,97,28,228.0,Feb
1534,HD Tutorial: Make Internet Explorer Faster,2009-02-02,4701,70,22,408.0,Feb
1535,HD Tutorial: Make Firefox Faster,2009-02-02,5841,63,18,351.0,Feb
1536,HD Tutorial: Non-Ultimate Dreamscene,2009-02-02,3929,64,39,219.0,Feb
1537,"HD Tutorial: Add the ""New Tab"" button to Firefox",2009-02-01,6405,86,29,139.0,Feb
1538,HD Tutorial: Make your own Youtube Avatar,2009-02-01,25382,373,107,574.0,Feb
1539,HD Tutorial: Change Your Login Screen,2009-02-01,6013,90,28,315.0,Feb
1540,HD Review: Microsoft Wireless 6000 Mouse,2009-02-01,250717,3554,830,417.0,Feb
1541,HD Example: CPU Intensive,2009-02-01,5093,76,19,75.0,Feb
1542,HD first look: Opera 10 Alpha,2009-02-01,4624,83,37,38.0,Feb
1543,HD Tutorial: Extended Task Manager,2009-02-01,5125,77,17,155.0,Feb
1544,HD Tutorial: Firefox Addons,2009-02-01,5575,83,29,183.0,Feb
1545,HD Tutorial: Fraps,2009-02-01,11533,123,24,314.0,Feb
1546,Tutorial: Firefox Addons,2009-02-01,27133,315,58,161.0,Feb
1547,HD Tutorial: Thunderbird Addons,2009-02-01,8474,87,16,160.0,Feb
1548,How to Upload HD Youtube Videos,2009-01-31,23782,379,84,376.0,Jan
1549,HD Tutorial: Aerosnap for Vista,2009-01-31,6375,130,49,186.0,Jan
